new questions about attacking iraq ; is torturing terrorists necessary ? |||O O O O O O O O O O O 
well , quite vulnerable in some places and yet we 've made great strides . |||O O O O O O O O O O O O O O O 
the access i had was not only at top but the people who were on the front lines . |||O O O O O O O O O O O O O O O O O O O 
and this is really the behind the scenes story of everything they had been doing to make this country safer . |||O O O O O O O O O O O O O O O O O O O O O 
i think we decided on the morning of september 12th we 're not going to be victim , we 're not just going to sit there . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O 
we 're going to try to do something . |||O O O O O O O O O 
we 're not just going to say we 're lucky we did n't get attacked today . |||O O O O O O O O O O O O O O B-TRI O O 
in the ports , at the airports , even with our food supply , we have taken all kinds of steps . |||O O O O O O O O O O O O O O O O O O O O O O 
we 're vulnerable right out on the streets here . |||O O O O O O O O O O 
we 're vulnerable in mass transit systems because we ca n't involve this problem infin any lu we 've made good strides in the last we 're . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
that 's the story i try to to tell about the men and women who have brought us this point . |||O O O O O O O O O O O O O O O O O O O O O 
cnn_eng_20030401_233449.5 news story 2003-04 - 01 23:38:21 |||O O O O O O O 
an airport in key west , florida , today became the setting of what appeared to be a desperate attempt to enter the u.s. by a cuban national . |||O O O O O O O O O O O O O O O O O O O O O B-TRI O O O O O O O 
the man was arrested there after authorities say he hijacked a cuban plane using what was reported to be grenades , ordering the pilots to fly to florida . |||O O O B-TRI O O O O O O O O O O O O O O O O O O O O O B-TRI O O O 
the hijacker got off the plane wearing a jacket that said , america across the back . |||O O O O O O O O O O O O O O O O O 
and a small child clinging to his leg. |||O O O O O O O O 
cnn_eng_20030402_190500.11 news story 2003- 04 - 02 19:07:31 |||O O O O O O O O 
also ahead , the anatomy of a rescue , just a couple of hours ago , rescued p.o.w . jessica lynch arrived at the ramstein air base in germany for medical treatment . |||O O O O O O O O O O O O O O O O O O O O O B-TRI O O O O O O O O O O O 
a little later we 'll speak with her family and talk a closer look at the daring operation that produced her safe recovery , but first the push into baghdad . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TRI O O O 
coalition field commanders say u.s. troops are now within 15 miles of the iraqi capital . |||O O O O O O O O O O O O O O O O 
they say their forces today with the iraqi republican guard units as part of a protwo -pronged advance on the city . |||O O O O O O O O O O O O O O O O O B-TRI O O O O 
u.s. troops could be in baghdad southern outskirts by early thursday . |||O O O O O O O O O O O O 
however , the pentagon is down playing the idea that an invasion of baghdad is imminent . |||O O O O O O O O O O O B-TRI O O O O O 
for the second straight day , iraqi television meanwhile has broadcast a statement from the iraqi president saddam hussein . |||O O O O O O O O O O O O O O O O O O O O 
however , despite the appearance of saddam hussein in and what was said to be new fattage , the statement itself was read by an iraqi news anchor wearing a military uniform . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
u.s. officials say they are n't sure whether the iraqi president is still alive . |||O O O O O O O O O O O O O B-TRI O 
regardless , the statement praised iraqis who have fought coalition forces . |||O O O O O O O O B-TRI O O O 
it was said to be saddam hussein 's response to a letter from his niece . |||O O O O O O O O O O O B-TRI O O O O 
cnn_eng_20030403_060032.0 news story 2003- 04 - 03 07:04:43 |||O O O O O O O O 
iraqi forces are overwhelmed and could soon collapse . |||O O O O O O O O O 
jessica lynch says she can not wait to get home to west virginia . |||O O O O O O O O B-TRI O O O O O 
the 19 - year - old army private spoke to her parents yesterday pie phone from a hospital in germany . |||O O O O O O O O B-TRI O O O O O O O O O O O O 
greg lynch says that when he talked to his daughter she had n't eaten in eight days and was quite hungry . |||O O O O O O B-TRI O O O O O O O O O O O O O O O 
the washington post is reporting she shot several iraqi soldiers before she was captured and she was shot herself , too . |||O O O O O O B-TRI O O O O O O O O O O B-TRI O O O O 
coming up on our next hour , u.s. forces edged toward the outskirts of baghdad and we 'll tell you what kind of resistance they 're fating from saddam hussein 's elite republican guard. |||O O O O O O O O O B-TRI O O O O O O O O O O O O O O O O O O O O O O O O 
cnn_eng_20030403_080032.9 news story 2003- 04 - 03 09:29:44 |||O O O O O O O O 
that is the very joyous town of palestine , west virginia , on the news that jessica lynch is eventually going to come home . |||O O O O O O O O O O O O O O O O O O O O O O B-TRI O O 
what a brave young woman . |||O O O O O O 
did you hear about the injuries she sustained . |||O O O O O B-TRI O O O 
did you hear about the firing she did . |||O O O O O B-TRI O O O 
she was going to fight to the death . |||O O O O B-TRI O O B-TRI O 
she was captured but she was one tough cookie , apparently . |||O O O O O O O O O O O O 
and she 's going to be all right , it looks like . |||O O O O O O O O O O O O O 
we have some other items , voices of america they 're called her on american morning . |||O O O O O O O O O O O O O O O O O 
home front responses to the ongoing war in iraq . |||O O O O O O B-TRI O O O 
we begin in oklahoma , a story of sacrifice in wartime . |||O O O O O O O O O O O O 
cass apd ra gave birth to her first daughter . |||O O O O B-TRI O O O O O 
alexis jane denise , but without her husband . |||O O O O O O O O O 
john scottsdale is on the front lines in iraq . |||O O O O O O O O O O 
i do n't know what to do . |||O O O O O O O O 
since her husband could n't be there for alexis ' birth . |||O O O O O O O O O O B-TRI O 
his parents have stepped in to help with their new granddaughter and it looks as though mother and daughter are doing well . |||O O O O O O O O O O O O O O O O O O O O O O O 
voices of america on a morning where it looks like things gring well for the coalition members . |||O O O O O O O O O O O O O O O O O O 
did you hear the family members of jessica lynch yesterday . |||O O O O O O O O O O O 
they said it was a miraculous thing . |||O O O O O O O O 
it was the first american prisoner of war ever rescued since world war ii . |||O O O O O O O O O O O O O O O 
they 've tried these things before , but never with the success . |||O O O O O O O O O O O O O 
i guess miracle is n't too strong a word . |||O O O O O O O O O O 
when you heard her father talk . |||O O O O O O O 
welcome jeffrey to be in . |||O O O O O O 
cnn_eng_20030403_090032.1 news story 2003-04 - 03 10:06:25 |||O O O O O O O 
just about 25 minutes long in that press conference there at nato headquarters in brussels . |||O O O O O O O O O O O O O O O O 
he mentioned a headline a short time ago . |||O O O O O O O O O 
u.s. forces moving in on the airports at saddam hussein international airport , 12 miles west of the city 's center . |||O O B-TRI O O O O O O O O O O O O O O O O O O O 
colin powell saying an end will come soon and toward the end , this regime will be finished . |||O O O O O O O O O O O O O O O O O O O 
also a question there about the united nations . |||O O O O O O O O O 
a question about nato about what role these two organizations may play in rebuilding iraq . |||O O O O O O O O O O O O O O O O 
colin powell says the u.n. |||O O O O O 
does have a role to play , what role that is remains to be seen . |||O O O O O O O O O O O O O O O O 
there was also one other moment there when you heard a woman asking about the safety of her husband right now . |||O O O O O O O O O O O O O O O O O O O O O O 
that woman , we believe s married to one of two journalists who disappeared in iraq almost two weeks ago , both work other for the network , itn . |||O O O O O O B-TRI O O O O O O O O O O O O O O O O O O O O O O O 
we have heard that perhaps both are being held in basra , possibly in a hospital , but there 's no way for us to confirm their whereabouts , but obviously a lot of concern from this woman as to where whereabouts of her husband and his health . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
walt rogers is back with us . |||O O O O O O O 
we 've been in and out now for almost two hours . |||O O O O O O O O O O O O 
what 's happening with you and the 7th cav as we continue to watch your image by way of video phone and the giant m1 - a1 tank . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
cnn_eng_20030403_180511.16 news story 2003-04 - 03 18:24:23 |||O O O O O O O 
